class,crime,zoned,industrial,charles,nitricOxide,rooms,age,commute,roads,tax,schools,minority,lstat
30-40K,0.01301,35,1.52,0,0.442,7.241,49.299999,7.0379,1,284,15.5,394.73999,5.49
10-20K,0.02498,0,1.89,0,0.518,6.54,59.700001,6.2669,1,422,15.9,389.959991,8.65
20-30K,0.02543,55,3.78,0,0.484,6.696,56.400002,5.7321,5,370,17.6,396.899994,7.18
30-40K,0.03049,55,3.78,0,0.484,6.874,28.1,6.4654,5,370,17.6,387.970001,4.61
10-20K,0.03113,0,4.39,0,0.442,6.014,48.5,8.0136,3,352,18.799999,385.640015,10.53
10-20K,0.06162,0,4.39,0,0.442,5.898,52.299999,8.0136,3,352,18.799999,364.609985,12.67
20-30K,0.0187,85,4.15,0,0.429,6.516,27.700001,8.5353,4,351,17.9,392.429993,6.36
20-30K,0.01501,80,2.01,0,0.435,6.635,29.700001,8.344,4,280,17,390.940002,5.99
20-30K,0.02899,40,1.25,0,0.429,6.939,34.5,8.7921,1,335,19.700001,389.850006,5.89
20-30K,0.06211,40,1.25,0,0.429,6.49,44.400002,8.7921,1,335,19.700001,396.899994,5.98
20-30K,0.0795,60,1.69,0,0.411,6.579,35.900002,10.7103,4,411,18.299999,370.779999,5.49
10-20K,0.07244,60,1.69,0,0.411,5.884,18.5,10.7103,4,411,18.299999,392.329987,7.79
30-40K,0.01709,90,2.02,0,0.41,6.728,36.099998,12.1265,5,187,17,384.459991,4.5
10-20K,0.04301,80,1.91,0,0.413,5.663,21.9,10.5857,4,334,22,382.799988,8.05
20-30K,0.10659,80,1.91,0,0.413,5.936,19.5,10.5857,4,334,22,376.040009,5.57
10-20K,8.98296,0,18.1,1,0.77,6.212,97.400002,2.1222,24,666,20.200001,377.730011,17.6
20-30K,3.8497,0,18.1,1,0.77,6.395,91,2.5052,24,666,20.200001,391.339996,13.27
20-30K,5.20177,0,18.1,1,0.77,6.127,83.400002,2.7227,24,666,20.200001,395.429993,11.48
20-30K,4.26131,0,18.1,0,0.77,6.112,81.300003,2.5091,24,666,20.200001,390.73999,12.67
20-30K,4.54192,0,18.1,0,0.77,6.398,88,2.5182,24,666,20.200001,374.559998,7.79
10-20K,3.83684,0,18.1,0,0.77,6.251,91.099998,2.2955,24,666,20.200001,350.649994,14.19
20-30K,3.67822,0,18.1,0,0.77,5.362,96.199997,2.1036,24,666,20.200001,380.790009,10.19
10-20K,4.22239,0,18.1,1,0.77,5.803,89,1.9047,24,666,20.200001,353.040009,14.64
20-30K,3.47428,0,18.1,1,0.718,8.78,82.900002,1.9047,24,666,20.200001,354.549988,5.29
20-30K,4.55587,0,18.1,0,0.718,3.561,87.900002,1.6132,24,666,20.200001,354.700012,7.12
20-30K,3.69695,0,18.1,0,0.718,4.963,91.400002,1.7523,24,666,20.200001,316.029999,14
20-30K,13.5222,0,18.1,0,0.631,3.863,100,1.5106,24,666,20.200001,131.419998,13.33
50-60K,4.89822,0,18.1,0,0.631,4.97,100,1.3325,24,666,20.200001,375.519989,3.26
50-60K,5.66998,0,18.1,1,0.631,6.683,96.800003,1.3567,24,666,20.200001,375.329987,3.73
50-60K,6.53876,0,18.1,1,0.631,7.016,97.5,1.2024,24,666,20.200001,392.049988,2.96
50-60K,9.2323,0,18.1,0,0.631,6.216,100,1.1691,24,666,20.200001,366.149994,9.53
50-60K,8.26725,0,18.1,1,0.668,5.875,89.599998,1.1296,24,666,20.200001,347.880005,8.88
10-20K,11.1081,0,18.1,0,0.668,4.906,100,1.1742,24,666,20.200001,396.899994,34.77
10-20K,18.498199,0,18.1,0,0.668,4.138,100,1.137,24,666,20.200001,396.899994,37.970001
10-20K,19.6091,0,18.1,0,0.671,7.313,97.900002,1.3163,24,666,20.200001,396.899994,13.44
10-20K,15.288,0,18.1,0,0.671,6.649,93.300003,1.3449,24,666,20.200001,363.019989,23.24
10-20K,9.82349,0,18.1,0,0.671,6.794,98.800003,1.358,24,666,20.200001,396.899994,21.24
10-20K,23.648199,0,18.1,0,0.671,6.38,96.199997,1.3861,24,666,20.200001,396.899994,23.690001
10-20K,17.866699,0,18.1,0,0.671,6.223,100,1.3861,24,666,20.200001,393.73999,21.780001
10-20K,88.976196,0,18.1,0,0.671,6.968,91.900002,1.4165,24,666,20.200001,396.899994,17.209999
10-20K,15.8744,0,18.1,0,0.671,6.545,99.099998,1.5192,24,666,20.200001,396.899994,21.08
10-20K,9.18702,0,18.1,0,0.7,5.536,100,1.5804,24,666,20.200001,396.899994,23.6
10-20K,7.99248,0,18.1,0,0.7,5.52,100,1.5331,24,666,20.200001,396.899994,24.559999
0-10K,16.8118,0,18.1,0,0.7,5.277,98.099998,1.4261,24,666,20.200001,396.899994,30.809999
10-20K,24.393801,0,18.1,0,0.7,4.652,100,1.4672,24,666,20.200001,396.899994,28.280001
0-10K,22.597099,0,18.1,0,0.7,5,89.5,1.5184,24,666,20.200001,396.899994,31.99
10-20K,14.3337,0,18.1,0,0.7,4.88,100,1.5895,24,666,20.200001,372.920013,30.620001
10-20K,8.15174,0,18.1,0,0.7,5.39,98.900002,1.7281,24,666,20.200001,396.899994,20.85
10-20K,6.96215,0,18.1,0,0.7,5.713,97,1.9265,24,666,20.200001,394.429993,17.110001
20-30K,5.29305,0,18.1,0,0.7,6.051,82.5,2.1678,24,666,20.200001,378.380005,18.76
0-10K,11.5779,0,18.1,0,0.7,5.036,97,1.77,24,666,20.200001,396.899994,25.68
10-20K,8.64476,0,18.1,0,0.693,6.193,92.599998,1.7912,24,666,20.200001,396.899994,15.17
10-20K,13.3598,0,18.1,0,0.693,5.887,94.699997,1.7821,24,666,20.200001,396.899994,16.35
10-20K,8.71675,0,18.1,0,0.693,6.471,98.800003,1.7257,24,666,20.200001,391.980011,17.120001
10-20K,5.87205,0,18.1,0,0.693,6.405,96,1.6768,24,666,20.200001,396.899994,19.370001
0-10K,7.67202,0,18.1,0,0.693,5.747,98.900002,1.6334,24,666,20.200001,393.100006,19.92
0-10K,38.351799,0,18.1,0,0.693,5.453,100,1.4896,24,666,20.200001,396.899994,30.59
0-10K,9.91655,0,18.1,0,0.693,5.852,77.800003,1.5004,24,666,20.200001,338.160004,29.969999
0-10K,25.046101,0,18.1,0,0.693,5.987,100,1.5888,24,666,20.200001,396.899994,26.77
0-10K,14.2362,0,18.1,0,0.693,6.343,100,1.5741,24,666,20.200001,396.899994,20.32
10-20K,9.59571,0,18.1,0,0.693,6.404,100,1.639,24,666,20.200001,376.109985,20.309999
0-10K,24.801701,0,18.1,0,0.693,5.349,96,1.7028,24,666,20.200001,396.899994,19.77
0-10K,41.529202,0,18.1,0,0.693,5.531,85.400002,1.6074,24,666,20.200001,329.459991,27.379999
0-10K,67.920799,0,18.1,0,0.693,5.683,100,1.4254,24,666,20.200001,384.970001,22.98
10-20K,20.7162,0,18.1,0,0.659,4.138,100,1.1781,24,666,20.200001,370.220001,23.34
20-30K,11.9511,0,18.1,0,0.659,5.608,100,1.2852,24,666,20.200001,332.089996,12.13
10-20K,7.40389,0,18.1,0,0.597,5.617,97.900002,1.4547,24,666,20.200001,314.640015,26.4
20-30K,14.4383,0,18.1,0,0.597,6.852,100,1.4655,24,666,20.200001,179.360001,19.780001
10-20K,51.135799,0,18.1,0,0.597,5.757,100,1.413,24,666,20.200001,2.6,10.11
10-20K,14.0507,0,18.1,0,0.597,6.657,100,1.5275,24,666,20.200001,35.049999,21.219999
10-20K,18.811001,0,18.1,0,0.597,4.628,100,1.5539,24,666,20.200001,28.790001,34.369999
10-20K,28.6558,0,18.1,0,0.597,5.155,100,1.5894,24,666,20.200001,210.970001,20.08
0-10K,45.746101,0,18.1,0,0.693,4.519,100,1.6582,24,666,20.200001,88.269997,36.98
0-10K,18.0846,0,18.1,0,0.679,6.434,100,1.8347,24,666,20.200001,27.25,29.049999
0-10K,10.8342,0,18.1,0,0.679,6.782,90.800003,1.8195,24,666,20.200001,21.57,25.790001
10-20K,25.940599,0,18.1,0,0.679,5.304,89.099998,1.6475,24,666,20.200001,127.360001,26.639999
0-10K,73.534103,0,18.1,0,0.679,5.957,100,1.8026,24,666,20.200001,16.450001,20.620001
0-10K,11.8123,0,18.1,0,0.718,6.824,76.5,1.794,24,666,20.200001,48.450001,22.74
10-20K,11.0874,0,18.1,0,0.718,6.411,100,1.8589,24,666,20.200001,318.75,15.02
10-20K,7.02259,0,18.1,0,0.718,6.006,95.300003,1.8746,24,666,20.200001,319.980011,15.7
20-30K,12.0482,0,18.1,0,0.614,5.648,87.599998,1.9512,24,666,20.200001,291.549988,14.1
10-20K,7.05042,0,18.1,0,0.614,6.103,85.099998,2.0218,24,666,20.200001,2.52,23.290001
10-20K,8.79212,0,18.1,0,0.584,5.565,70.599998,2.0635,24,666,20.200001,3.65,17.16
0-10K,15.8603,0,18.1,0,0.679,5.896,95.400002,1.9096,24,666,20.200001,7.68,24.389999
10-20K,12.2472,0,18.1,0,0.584,5.837,59.700001,1.9976,24,666,20.200001,24.65,15.69
10-20K,37.6619,0,18.1,0,0.679,6.202,78.699997,1.8629,24,666,20.200001,18.82,14.52
10-20K,7.36711,0,18.1,0,0.679,6.193,78.099998,1.9356,24,666,20.200001,96.730003,21.52
0-10K,9.33889,0,18.1,0,0.679,6.38,95.599998,1.9682,24,666,20.200001,60.720001,24.08
10-20K,8.49213,0,18.1,0,0.584,6.348,86.099998,2.0527,24,666,20.200001,83.449997,17.639999
10-20K,10.0623,0,18.1,0,0.584,6.833,94.300003,2.0882,24,666,20.200001,81.330002,19.690001
10-20K,6.44405,0,18.1,0,0.584,6.425,74.800003,2.2004,24,666,20.200001,97.949997,12.03
10-20K,5.58107,0,18.1,0,0.713,6.436,87.900002,2.3158,24,666,20.200001,100.190002,16.219999
10-20K,13.9134,0,18.1,0,0.713,6.208,95,2.2222,24,666,20.200001,100.629997,15.17
10-20K,11.1604,0,18.1,0,0.74,6.629,94.599998,2.1247,24,666,20.200001,109.849998,23.27
0-10K,14.4208,0,18.1,0,0.74,6.461,93.300003,2.0026,24,666,20.200001,27.49,18.049999
0-10K,15.1772,0,18.1,0,0.74,6.152,100,1.9142,24,666,20.200001,9.32,26.450001
0-10K,13.6781,0,18.1,0,0.74,5.935,87.900002,1.8206,24,666,20.200001,68.949997,34.02
10-20K,9.39063,0,18.1,0,0.74,5.627,93.900002,1.8172,24,666,20.200001,396.899994,22.879999
10-20K,22.0511,0,18.1,0,0.74,5.818,92.400002,1.8662,24,666,20.200001,391.450012,22.110001
10-20K,9.72418,0,18.1,0,0.74,6.406,97.199997,2.0651,24,666,20.200001,385.959991,19.52
10-20K,5.66637,0,18.1,0,0.74,6.219,100,2.0048,24,666,20.200001,395.690002,16.59
10-20K,9.96654,0,18.1,0,0.74,6.485,100,1.9784,24,666,20.200001,386.730011,18.85
10-20K,12.8023,0,18.1,0,0.74,5.854,96.599998,1.8956,24,666,20.200001,240.520004,23.790001
10-20K,10.6718,0,18.1,0,0.74,6.459,94.800003,1.9879,24,666,20.200001,43.060001,23.98
10-20K,6.28807,0,18.1,0,0.74,6.341,96.400002,2.072,24,666,20.200001,318.01001,17.790001
10-20K,9.92485,0,18.1,0,0.74,6.251,96.599998,2.198,24,666,20.200001,388.519989,16.440001
10-20K,9.32909,0,18.1,0,0.713,6.185,98.699997,2.2616,24,666,20.200001,396.899994,18.129999
10-20K,7.52601,0,18.1,0,0.713,6.417,98.300003,2.185,24,666,20.200001,304.209991,19.309999
10-20K,6.71772,0,18.1,0,0.713,6.749,92.599998,2.3236,24,666,20.200001,0.32,17.440001
10-20K,5.44114,0,18.1,0,0.713,6.655,98.199997,2.3552,24,666,20.200001,355.290009,17.73
10-20K,5.09017,0,18.1,0,0.713,6.297,91.800003,2.3682,24,666,20.200001,385.089996,17.27
10-20K,8.24809,0,18.1,0,0.713,7.393,99.300003,2.4527,24,666,20.200001,375.869995,16.74
10-20K,9.51363,0,18.1,0,0.713,6.728,94.099998,2.4961,24,666,20.200001,6.68,18.709999
10-20K,4.75237,0,18.1,0,0.713,6.525,86.5,2.4358,24,666,20.200001,50.919998,18.129999
10-20K,4.66883,0,18.1,0,0.713,5.976,87.900002,2.5806,24,666,20.200001,10.48,19.01
10-20K,8.20058,0,18.1,0,0.713,5.936,80.300003,2.7792,24,666,20.200001,3.5,16.940001
10-20K,7.75223,0,18.1,0,0.713,6.301,83.699997,2.7831,24,666,20.200001,272.209991,16.23
20-30K,6.80117,0,18.1,0,0.713,6.081,84.400002,2.7175,24,666,20.200001,396.899994,14.7
10-20K,4.81213,0,18.1,0,0.713,6.701,90,2.5975,24,666,20.200001,255.229996,16.42
10-20K,3.69311,0,18.1,0,0.713,6.376,88.400002,2.5671,24,666,20.200001,391.429993,14.65
10-20K,6.65492,0,18.1,0,0.713,6.317,83,2.7344,24,666,20.200001,396.899994,13.99
20-30K,5.82115,0,18.1,0,0.713,6.513,89.900002,2.8016,24,666,20.200001,393.820007,10.29
20-30K,7.83932,0,18.1,0,0.655,6.209,65.400002,2.9634,24,666,20.200001,396.899994,13.22
10-20K,3.1636,0,18.1,0,0.655,5.759,48.200001,3.0665,24,666,20.200001,334.399994,14.13
10-20K,3.77498,0,18.1,0,0.655,5.952,84.699997,2.8715,24,666,20.200001,22.01,17.15
10-20K,4.42228,0,18.1,0,0.584,6.003,94.5,2.5403,24,666,20.200001,331.290009,21.32
10-20K,15.5757,0,18.1,0,0.58,5.926,71,2.9084,24,666,20.200001,368.73999,18.129999
20-30K,13.0751,0,18.1,0,0.58,5.713,56.700001,2.8237,24,666,20.200001,396.899994,14.76
10-20K,4.34879,0,18.1,0,0.58,6.167,84,3.0334,24,666,20.200001,396.899994,16.290001
10-20K,4.03841,0,18.1,0,0.532,6.229,90.699997,3.0993,24,666,20.200001,395.329987,12.87
20-30K,3.56868,0,18.1,0,0.58,6.437,75,2.8965,24,666,20.200001,393.369995,14.36
20-30K,4.64689,0,18.1,0,0.614,6.98,67.599998,2.5329,24,666,20.200001,374.679993,11.66
10-20K,8.05579,0,18.1,0,0.584,5.427,95.400002,2.4298,24,666,20.200001,352.579987,18.139999
10-20K,6.39312,0,18.1,0,0.584,6.162,97.400002,2.206,24,666,20.200001,302.76001,24.1
10-20K,4.87141,0,18.1,0,0.614,6.484,93.599998,2.3053,24,666,20.200001,396.209991,18.68
10-20K,15.0234,0,18.1,0,0.614,5.304,97.300003,2.1007,24,666,20.200001,349.480011,24.91
10-20K,10.233,0,18.1,0,0.614,6.185,96.699997,2.1705,24,666,20.200001,379.700012,18.030001
20-30K,14.3337,0,18.1,0,0.614,6.229,88,1.9512,24,666,20.200001,383.320007,13.11
20-30K,5.82401,0,18.1,0,0.532,6.242,64.699997,3.4242,24,666,20.200001,396.899994,10.74
20-30K,5.70818,0,18.1,0,0.532,6.75,74.900002,3.3317,24,666,20.200001,393.070007,7.74
20-30K,5.73116,0,18.1,0,0.532,7.061,77,3.4106,24,666,20.200001,395.279999,7.01
20-30K,2.81838,0,18.1,0,0.532,5.762,40.299999,4.0983,24,666,20.200001,392.920013,10.42
20-30K,2.37857,0,18.1,0,0.583,5.871,41.900002,3.724,24,666,20.200001,370.730011,13.34
20-30K,3.67367,0,18.1,0,0.583,6.312,51.900002,3.9917,24,666,20.200001,388.619995,10.58
10-20K,5.69175,0,18.1,0,0.583,6.114,79.800003,3.5459,24,666,20.200001,392.679993,14.98
20-30K,4.83567,0,18.1,0,0.583,5.905,53.200001,3.1523,24,666,20.200001,388.220001,11.45
10-20K,0.15086,0,27.74,0,0.609,5.454,92.699997,1.8209,4,711,20.1,395.089996,18.059999
0-10K,0.18337,0,27.74,0,0.609,5.414,98.300003,1.7554,4,711,20.1,344.049988,23.969999
0-10K,0.20746,0,27.74,0,0.609,5.093,98,1.8226,4,711,20.1,318.429993,29.68
10-20K,0.10574,0,27.74,0,0.609,5.983,98.800003,1.8681,4,711,20.1,390.109985,18.07
20-30K,0.11132,0,27.74,0,0.609,5.983,83.5,2.1099,4,711,20.1,396.899994,13.35
20-30K,0.17331,0,9.69,0,0.585,5.707,54,2.3817,6,391,19.200001,396.899994,12.01
20-30K,0.27957,0,9.69,0,0.585,5.926,42.599998,2.3817,6,391,19.200001,396.899994,13.59
20-30K,0.17899,0,9.69,0,0.585,5.67,28.799999,2.7986,6,391,19.200001,393.290009,17.6
10-20K,0.2896,0,9.69,0,0.585,5.39,72.900002,2.7986,6,391,19.200001,396.899994,21.139999
10-20K,0.26838,0,9.69,0,0.585,5.794,70.599998,2.8927,6,391,19.200001,396.899994,14.1
20-30K,0.23912,0,9.69,0,0.585,6.019,65.300003,2.4091,6,391,19.200001,396.899994,12.92
10-20K,0.17783,0,9.69,0,0.585,5.569,73.5,2.3999,6,391,19.200001,395.769989,15.1
10-20K,0.22438,0,9.69,0,0.585,6.027,79.699997,2.4982,6,391,19.200001,396.899994,14.33
20-30K,0.06263,0,11.93,0,0.573,6.593,69.099998,2.4786,1,273,21,391.98999,9.67
20-30K,0.04527,0,11.93,0,0.573,6.12,76.699997,2.2875,1,273,21,396.899994,9.08
20-30K,0.06076,0,11.93,0,0.573,6.976,91,2.1675,1,273,21,396.899994,5.64
20-30K,0.10959,0,11.93,0,0.573,6.794,89.300003,2.3889,1,273,21,393.450012,6.48
10-20K,0.04741,0,11.93,0,0.573,6.03,80.800003,2.505,1,273,21,396.899994,7.88
